repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages
brown-ccv,alex-recommends,code review,363,0,3,12,1,16," cwe-1321,  cwe-1333,  cwe-173,  cwe-400,  cwe-697,  cwe-74,  n/a, cwe-020",16.0,23,12,6,3,4,28,6,1178,26,14,21,11,1178000,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github Action to run Alex on PRs,JavaScript,MIT License,False,True,28.0,3.0,4.0,['JavaScript']
chf007,action-wechat-work,chat,10,0,3,0,0,3," cwe-200,  cwe-352, cwe-20",3.0,30,3,9,16,2,36,3,863,17,3,10,2,863000,10," actions,  chat,  github,  wechat,  wechat-work, action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🚀 GitHub Action that sends a WeChat Work notification. ,JavaScript,MIT License,False,True,36.0,16.0,2.0,['JavaScript']
chrisdickinson,setup-yq,utilities,8,0,1,1,0,2," cwe-74, cwe-1333",2.0,21,1,1,21,4,28,4,44,14,3,7,1,44000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,JavaScript,Apache License 2.0,False,True,28.0,21.0,4.0,['JavaScript']
cloudflare,pages-action,deployment,44,4,5,3,0,12," cwe-1333,  cwe-200,  cwe-284,  cwe-367,  cwe-74, cwe-020",12.0,30,2,8,99,14,472,17,263,30,17,30,0,263000,10,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"🛑 DEPRECATED, please use wrangler-action",JavaScript,MIT License,True,False,471.0,99.0,14.0,"['JavaScript', 'TypeScript', 'CSS', 'HTML', 'Shell']"
codfish,semantic-release-action,deployment,532,1,2,4,0,7," cwe-400,  cwe-918, cwe-1333",7.0,30,5,29,20,3,114,9,682,30,3,30,0,682000,12," ci-cd,  github-actions,  semantic-release,  semantic-versioning, actions",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Original GitHub Action for running semantic-release. Sets output and environment variables for you to use in subsequent actions.,JavaScript,MIT License,False,False,114.0,20.0,3.0,"['JavaScript', 'Dockerfile']"
corymhall,cdk-diff-action,continuous integration,845,0,71,3,0,74," cwe-080,  cwe-116, cwe-020",74.0,30,4,30,10,1,47,5,99746,30,8,30,1,99746000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to post CDK diff to PR comments,TypeScript,Apache License 2.0,False,False,47.0,10.0,1.0,['TypeScript']
crazy-max,ghaction-import-gpg,security,574,0,0,12,0,12," cwe-080,  cwe-116,  cwe-1333,  cwe-918, cwe-020",12.0,30,10,30,79,6,330,9,8345,30,12,30,5,8345000,17," git,  github-actions,  gnupg,  gnupg2,  openpgp,  signing, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to import a GPG key,TypeScript,MIT License,False,True,331.0,79.0,6.0,"['TypeScript', 'Dockerfile', 'HCL']"
crazy-max,ghaction-setup-containerd,utilities,590,0,0,5,0,5," cwe-1333,  cwe-918, cwe-020",5.0,30,8,11,1,3,18,3,5091,30,7,30,5,5091000,19," containerd,  github-actions, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to set up containerd,TypeScript,MIT License,False,True,18.0,1.0,3.0,"['TypeScript', 'Dockerfile', 'HCL']"
crazy-max,ghaction-upx,deployment,577,0,1,3,0,4," cwe-078,  cwe-088,  cwe-1333,  cwe-918, cwe-020",4.0,30,6,16,3,3,56,5,11377,30,4,30,4,11377000,17," github-actions,  upx, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GitHub Action for UPX, the Ultimate Packer for eXecutables",TypeScript,MIT License,False,True,57.0,3.0,3.0,"['TypeScript', 'Dockerfile', 'HCL']"
crazyurus,miniprogram-action,deployment,934,0,8,12,2,22," cwe-1333,  cwe-184,  cwe-200,  cwe-312,  cwe-359,  cwe-400,  cwe-532,  cwe-74,  cwe-835,  cwe-918,  n/a, cwe-1321",22.0,13,1,2,9,1,14,1,160,6,3,1,0,160000,9," miniprogram, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action to automate deploying WeChat MiniProgram,TypeScript,GNU General Public License v3.0,False,False,15.0,9.0,1.0,"['TypeScript', 'JavaScript']"
dailydotdev,action-devcard,utilities,190,0,0,2,0,2," cwe-1333, cwe-020",2.0,30,4,14,15,4,98,9,12119,30,5,30,3,12119000,21," hacktoberfest, github-action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to download the devcard from https://daily.dev,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",False,False,98.0,15.0,4.0,['TypeScript']
danielpalme,reportgenerator-github-action,testing,9,0,0,0,0,0,,0.0,30,1,30,7,2,74,3,472,21,0,6,0,472000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,GitHub Action for ReportGenerator,TypeScript,Apache License 2.0,False,True,74.0,7.0,2.0,"['TypeScript', 'PowerShell']"
darenm,setup-vstest,testing,33,0,0,2,0,2," cwe-1333, cwe-020",2.0,30,8,5,8,2,24,4,3776,29,4,23,4,3776000,10," deprecated,  obsolete, archived",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEPRECATED - Set up your GitHub Actions workflow to add VSTest.console.exe into the PATH,TypeScript,MIT License,False,True,24.0,8.0,2.0,"['TypeScript', 'JavaScript']"
dataaxiom,ghcr-cleanup-action,container ci,67,0,0,10,0,10," cwe-400,  cwe-730, cwe-020",10.0,30,7,16,5,1,32,6,10594,30,7,30,6,10594000,12,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Container Registry Cleanup Action,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",False,True,34.0,5.0,1.0,"['JavaScript', 'TypeScript', 'Shell', 'Dockerfile']"
davelosert,vitest-coverage-report-action,testing,38,0,0,3,0,3," cwe-327,  cwe-328,  cwe-367, cwe-020",3.0,30,6,20,22,3,172,13,7034,30,10,30,1,7034000,12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action to report vitest test coverage results,TypeScript,MIT License,True,True,181.0,22.0,3.0,"['TypeScript', 'JavaScript']"
davidb,rust-cargo-make,deployment,32,0,0,2,0,2,cwe-020,2.0,30,4,14,6,3,32,4,2338,30,0,30,0,2338000,12," github-actions,  rust,  rust-lang, cargo-subcommand",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,🛠️ GitHub Action to install `cargo-make` command,TypeScript,MIT License,False,True,32.0,6.0,3.0,"['TypeScript', 'Shell']"
dawidd6,action-ansible-playbook,deployment,11,0,1,1,0,2," cwe-088,  cwe-256,  cwe-260,  cwe-313,  cwe-522, cwe-078",2.0,30,1,18,69,5,319,10,1004,30,9,30,0,1004000,12," ansible,  ansible-playbook,  github,  github-actions,  playbook,  run,  ssh, action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:gear: A GitHub Action for running Ansible playbooks,JavaScript,MIT License,False,True,321.0,70.0,5.0,['JavaScript']
de-vri-es,setup-git-credentials,security,11,0,0,0,0,0,,0.0,30,1,11,21,4,90,7,9641,30,2,13,0,9641000,11," credentials,  dependencies,  git,  hacktoberfest,  private, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to enable cloning private respositories.,TypeScript,"BSD 2-Clause ""Simplified"" License",False,True,90.0,21.0,4.0,['TypeScript']
descope,assume-aws-role-from-gcp-action,security,669,0,1,4,1,6," cwe-1333,  cwe-184,  cwe-400, cwe-020",6.0,30,10,3,0,2,13,5,17378,30,10,30,9,17378000,12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to Assume AWS Role using GCP OIDC Token,TypeScript,MIT License,False,True,13.0,0.0,2.0,"['TypeScript', 'JavaScript']"
dessant,lock-threads,project management,35,3,1,1,0,5," cwe-200,  cwe-284, cwe-020",5.0,30,1,12,36,10,316,3,1878,30,6,14,3,1878000,8," issues,  lock,  pull-requests, github-actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GitHub Action that locks closed issues, pull requests and discussions after a period of inactivity",JavaScript,MIT License,False,False,317.0,36.0,10.0,['JavaScript']
devops-actions,json-to-file,utilities,51,0,0,2,1,3," cwe-367,  cwe-506, cwe-020",3.0,30,2,5,13,1,12,6,1347,30,1,30,1,1347000,12,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Store json in a file, without needing to worry about escaping the string properly",TypeScript,MIT License,True,True,12.0,13.0,1.0,"['TypeScript', 'JavaScript']"
dhall-lang,setup-dhall,dependency management,8,0,0,6,0,6,cwe-020,6.0,30,1,5,7,4,15,5,56,11,3,6,0,56000,10,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github action to install a specific version of https://dhall-lang.org and run commands,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",False,True,15.0,7.0,4.0,"['JavaScript', 'Shell']"
di-sukharev,opencommit,utilities,234,0,5,9,0,14," cwe-080,  cwe-116,  cwe-1333,  cwe-327,  cwe-328,  cwe-367,  cwe-400,  cwe-730,  cwe-79,  cwe-835, cwe-020",14.0,30,19,3,344,26,6351,30,10079,30,155,30,5,10079000,11," ai-commit,  ai-commits,  artificial-intelligence,  chatgpt,  git,  gpt,  productivity, ai",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPT wrapper for git — generate commit messages with an LLM in 1 sec — works best with Claude 3.5 — supports local models too,JavaScript,MIT License,False,False,6421.0,348.0,26.0,"['JavaScript', 'TypeScript', 'Dockerfile', 'Shell']"
dineshsonachalam,markdown-autodocs,deployment,6,0,0,0,0,0,,0.0,30,17,8,17,2,186,3,8955,30,2,19,0,8955000,9,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,✨ A GitHub Action that automatically generates & updates markdown content (like your README.md) from external or remote files.,JavaScript,MIT License,False,True,186.0,17.0,2.0,"['JavaScript', 'Python', 'Dockerfile']"
dkershner6,aws-ssm-getparameters-action,deployment,743,3,2,3,0,8," cwe-1333,  cwe-200,  cwe-284,  cwe-400, cwe-020",8.0,30,8,6,16,3,25,5,2214,30,6,30,4,2214000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub action centered on AWS Systems Manager Parameter Store GetParameters call, and placing the results into environment variables",TypeScript,Apache License 2.0,False,False,25.0,16.0,3.0,['TypeScript']
dkershner6,jest-coverage-commenter-action,code review,665,3,3,4,0,10," cwe-078,  cwe-088,  cwe-1333,  cwe-200,  cwe-284,  cwe-400, cwe-020",10.0,30,30,6,5,3,14,2,1029,30,29,30,19,1029000,11," hacktoberfest,  nodejs, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comment on PRs with Jest Test Coverage Information,TypeScript,Apache License 2.0,False,True,14.0,5.0,3.0,['TypeScript']
dlemstra,code-sign-action,security,9,0,2,0,0,2," cwe-088, cwe-078",2.0,30,1,1,67,2,32,9,243,22,0,15,0,243000,11,hacktoberfest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Action that signs libraries with a code signing certificate. ,TypeScript,Other,False,True,32.0,67.0,2.0,"['TypeScript', 'Batchfile', 'JavaScript']"
docker,setup-buildx-action,container ci,709,0,2,2,0,4," cwe-1321,  cwe-1333, cwe-020",4.0,30,3,30,171,17,1041,11,27403,30,13,30,0,27403000,19," buildx,  docker,  github-actions,  github-actions-docker, buildkit",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to set up Docker Buildx,TypeScript,Apache License 2.0,True,True,1052.0,176.0,17.0,"['TypeScript', 'Dockerfile', 'HCL']"
docker-practice,actions-setup-docker,container ci,4,0,1,0,0,1," cwe-088, cwe-078",1.0,30,3,15,36,3,95,3,737,30,15,9,2,737000,9,actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan
dorny,test-reporter,testing,134,3,3,8,0,14," cwe-080,  cwe-116,  cwe-1333,  cwe-200,  cwe-284,  cwe-400,  cwe-730, cwe-020",14.0,30,14,15,218,15,875,30,13597,30,123,30,8,13597000,15," github-actions,  reporting,  testing, ci-cd",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Displays test results from popular testing frameworks directly in GitHub,TypeScript,MIT License,False,True,888.0,221.0,16.0,"['TypeScript', 'C#', 'JavaScript', 'Dart']"
dotnet,nbgv,project management,312,0,1,2,0,3," cwe-400, cwe-1333",3.0,30,7,7,8,6,53,6,19222,30,5,30,5,19222000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The repo behind the dotnet/nbgv GitHub Action,TypeScript,MIT License,False,True,53.0,8.0,6.0,['TypeScript']
dromara,issues-translate-action,localization,149,1,4,12,3,20," cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-400,  cwe-74,  cwe-755,  cwe-77,  n/a, cwe-020",20.0,30,12,11,28,7,196,4,978,30,11,30,6,978000,10," issues,  translation,  translator, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The action for translating Non-English issues content to English.,TypeScript,MIT License,False,True,196.0,30.0,7.0,"['TypeScript', 'JavaScript']"
dynatrace-oss,dynatrace-github-action,utilities,23,0,0,1,0,1,cwe-020,1.0,30,18,9,7,5,32,6,902,30,22,30,7,902000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An action that pushes metrics and events from GitHub workflows to a Dynatrace monitoring environment,TypeScript,Apache License 2.0,True,True,32.0,8.0,5.0,['TypeScript']
editorconfig-checker,action-editorconfig-checker,utilities,32,3,1,2,0,6," cwe-1333,  cwe-200,  cwe-284, cwe-020",6.0,30,1,6,5,9,22,7,606,30,0,30,0,606000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TypeScript,MIT License,False,True,23.0,5.0,9.0,['TypeScript']
einaregilsson,beanstalk-deploy,deployment,0,0,2,0,6,8," cwe-259,  cwe-321,  cwe-798, cwe-200",8.0,30,6,20,138,4,629,12,74,30,40,30,4,74000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action (and command line script) to deploy apps to Elastic Beanstalk,JavaScript,MIT License,False,True,632.0,139.0,4.0,['JavaScript']
endorlabs,github-action,security,650,0,1,6,0,7,cwe-020,7.0,30,15,11,2,15,45,16,8474,30,1,30,1,8474000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub action you can use to scan with Endor Labs,TypeScript,Apache License 2.0,False,True,45.0,4.0,15.0,"['TypeScript', 'JavaScript']"
eregon,publish-release,deployment,54,0,0,2,0,2," cwe-1333, cwe-020",2.0,23,3,8,9,3,38,5,287,15,1,11,1,287000,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action to publish a draft release,JavaScript,MIT License,False,True,38.0,9.0,3.0,"['JavaScript', 'Shell']"
errata-ai,vale-action,testing,97,0,0,2,0,2,cwe-1333,2.0,30,4,16,52,8,204,20,46066,30,18,30,1,46066000,10," vale, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":octocat: The official GitHub Action for Vale -- install, manage, and run Vale with ease.",TypeScript,MIT License,False,True,208.0,53.0,8.0,['TypeScript']
exercism,pr-commenter-action,code review,35,0,0,1,0,1,cwe-020,1.0,30,3,8,16,4,39,9,289,30,5,30,2,289000,30,community-contributions-accepted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The PR Commenter GitHub action posts comments on a PR that can vary depending on which files are being changed in the PR.,JavaScript,MIT License,False,False,39.0,16.0,4.0,['JavaScript']
expo,expo-github-action,deployment,14,0,13,24,0,37," cwe-078,  cwe-088,  cwe-338,  cwe-400,  cwe-730, cwe-020",37.0,30,30,30,80,7,833,30,30076,30,43,30,6,30076000,12," cli,  continuous-delivery,  continuous-integration,  expo,  github-actions, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Expo GitHub Action makes it easy to automate EAS builds or updates,TypeScript,MIT License,False,True,843.0,84.0,7.0,"['TypeScript', 'JavaScript']"
fabasoad,twilio-voice-call-action,utilities,351,0,1,1,0,2," cwe-1333, cwe-020",2.0,30,1,29,2,2,16,6,18089,30,0,30,0,18089000,24," github-actions,  twilio,  twilio-voice,  voice,  voice-assistant,  voicetext, github-action",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action that sends Twilio voice call.,TypeScript,MIT License,False,True,16.0,2.0,2.0,"['TypeScript', 'Makefile']"
fjogeleit,yaml-update-action,utilities,58,3,1,1,0,5," cwe-200,  cwe-284, cwe-020",5.0,30,3,27,48,5,148,11,3978,30,6,30,2,3978000,11," ci,  configuration,  continuous-integration,  docker,  helm,  json,  yaml, actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Update YAML property with dynamic values,TypeScript,MIT License,False,False,148.0,49.0,5.0,['TypeScript']
forcedotcom,run-code-analyzer,security,150,0,1,9,0,10," cwe-080,  cwe-116,  cwe-1333,  cwe-22,  cwe-338,  cwe-400,  cwe-730, cwe-020",10.0,30,5,3,3,5,45,3,2360,30,4,30,3,2360000,21,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to run Salesforce Code Analyzer,TypeScript,"BSD 3-Clause ""New"" or ""Revised"" License",True,True,47.0,3.0,5.0,"['TypeScript', 'Shell']"
fpicalausa,remove-stale-branches,utilities,28,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,7,16,11,3,20,8,2290,30,15,17,3,2290000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github action to remove stale branches,TypeScript,MIT License,False,True,21.0,12.0,3.0,"['TypeScript', 'JavaScript']"
frictionlessdata,frictionless-ci,code quality,5,0,0,0,0,0,,0.0,30,3,2,12,10,39,8,3794,30,14,18,2,3794000,11,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data management service that brings continuous data validation to tabular data in your repository via Github Action,JavaScript,MIT License,False,False,39.0,12.0,10.0,"['JavaScript', 'Makefile', 'Dockerfile']"
fwilhe2,setup-kotlin,continuous integration,489,0,0,2,0,2," cwe-1333, cwe-020",2.0,30,7,21,7,2,31,5,4708,30,2,30,2,4708000,12," kotlin,  programming,  scripting, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Setup the Kotlin™ cli compiler in GitHub Actions,TypeScript,MIT License,False,True,31.0,7.0,2.0,"['TypeScript', 'Dockerfile', 'JavaScript']"
gabrielfalcao,pyenv-action,dependency management,35,3,0,3,0,6," cwe-200,  cwe-284,  cwe-367,  cwe-377,  cwe-378, cwe-020",6.0,30,16,18,20,4,39,7,1999,30,22,30,13,1999000,10," github,  github-actions,  pip,  pyenv,  python,  python3,  virtualenv, actions",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enables pyenv within your github actions workflow,TypeScript,MIT License,False,False,39.0,20.0,4.0,"['TypeScript', 'Makefile', 'JavaScript']"
gagoar,codeowners-generator,utilities,97,0,1,1,0,2," cwe-400, cwe-1333",2.0,30,6,7,10,5,57,15,1449,30,12,30,4,1449000,14," codeowners,  codeowners-files,  codeowners-generator,  monorepo, cli",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CODEOWNERS solution for mono repos,TypeScript,MIT License,False,True,58.0,10.0,5.0,"['TypeScript', 'JavaScript', 'HTML', 'Shell']"
game-ci,unity-builder,game ci,922,2,16,8,1,27," cwe-078,  cwe-080,  cwe-088,  cwe-116,  cwe-1321,  cwe-1333,  cwe-200,  cwe-284,  cwe-400,  cwe-476,  cwe-835,  cwe-918,  cwe-94,  n/a, cwe-020",27.0,30,19,30,269,16,883,30,89242,30,78,30,15,89242000,21," build,  ci,  game-ci,  github,  hacktoberfest,  unity,  unity-actions,  unity-builder, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Build Unity projects for different platforms,TypeScript,MIT License,False,True,887.0,272.0,16.0,"['TypeScript', 'JavaScript', 'Batchfile', 'Shell']"
gautamkrishnar,keepalive-workflow,utilities,83,0,1,4,0,5," cwe-269,  cwe-327,  cwe-328,  cwe-367, cwe-020",5.0,30,2,27,28,3,191,16,701,30,0,23,0,701000,10," automation,  cronjob,  github,  github-actions,  hacktoberfest,  trigger, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity ,JavaScript,GNU General Public License v3.0,False,True,194.0,29.0,4.0,['JavaScript']
getong,mariadb-action,container ci,249,2,7,13,3,25," cwe-1333,  cwe-20,  cwe-200,  cwe-259,  cwe-321,  cwe-400,  cwe-697,  cwe-77,  cwe-770,  cwe-798,  cwe-915, cwe-1321",25.0,30,1,12,9,3,25,6,34,17,2,11,0,34000,9,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to setup a MariaDB database,TypeScript,MIT License,False,False,25.0,62.0,3.0,"['TypeScript', 'Shell', 'Dockerfile']"
github,accessibility-alt-text-bot,utilities,344,0,0,1,0,1,cwe-1333,1.0,30,23,9,16,7,78,8,9239,30,3,30,0,9239000,30," actions, accessibility",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"An action to remind users to add alt text on Issues, Pull Requests, and Discussions",JavaScript,MIT License,True,True,79.0,16.0,7.0,"['JavaScript', 'Shell']"
github,branch-deploy,deployment,51,0,0,6,0,6," cwe-080,  cwe-116,  cwe-400,  cwe-730, cwe-020",6.0,30,1,30,50,67,421,18,31597,30,4,30,0,31597000,13," actions,  automation,  cicd,  continuous-deployment,  deploy,  deployment,  github,  github-action,  github-actions,  issueops,  workflows, action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enabling Branch Deployments through IssueOps with GitHub Actions - If you find this project useful, give it a star! ⭐️ ",JavaScript,MIT License,True,True,426.0,53.0,68.0,"['JavaScript', 'Shell']"
github,combine-prs,utilities,36,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,4,19,6,66,121,10,2940,30,7,30,2,2940000,30," automation,  dependabot,  dependencies,  pull-requests,  repo-management, actions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to combine multiple PRs into a single one,JavaScript,MIT License,True,True,121.0,6.0,67.0,"['JavaScript', 'Shell']"
github,command,utilities,48,0,0,2,0,2,cwe-020,2.0,30,1,10,6,39,109,5,3663,30,2,30,0,3663000,30," chatops,  github-actions,  issueops,  workflows, automation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IssueOps commands in GitHub Actions,JavaScript,MIT License,True,True,110.0,6.0,40.0,"['JavaScript', 'Shell']"
