repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages,dependencies_json,dep_count,dep_error
gabrielfalcao,pyenv-action,dependency management,35,3,0,3,0,6," cwe-200,  cwe-284,  cwe-367,  cwe-377,  cwe-378, cwe-020",6.0,30,16,18,20,4,39,7,1999,30,22,30,13,1999000,10," github,  github-actions,  pip,  pyenv,  python,  python3,  virtualenv, actions",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enables pyenv within your github actions workflow,TypeScript,MIT License,False,False,39.0,20.0,4.0,"['TypeScript', 'Makefile', 'JavaScript']","{""repository"": ""gabrielfalcao/pyenv-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""1.1.3"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""2.0.1"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""7.6.2"", ""type"": ""production""}, {""name"": ""@types/jest"", ""version"": ""29.5.3"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""4.0.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.12.12"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""7.5.8"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""8.17.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""8.17.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""9.16.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""5.2.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.2.5"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""29.2.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,
gagoar,codeowners-generator,utilities,97,0,1,1,0,2," cwe-400, cwe-1333",2.0,30,6,7,10,5,57,15,1449,30,12,30,4,1449000,14," codeowners,  codeowners-files,  codeowners-generator,  monorepo, cli",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CODEOWNERS solution for mono repos,TypeScript,MIT License,False,True,58.0,10.0,5.0,"['TypeScript', 'JavaScript', 'HTML', 'Shell']","{""repository"": ""gagoar/codeowners-generator"", ""dependencies"": [{""name"": ""commander"", ""version"": ""7.2.0"", ""type"": ""production""}, {""name"": ""common-tags"", ""version"": ""1.8.2"", ""type"": ""production""}, {""name"": ""cosmiconfig"", ""version"": ""7.1.0"", ""type"": ""production""}, {""name"": ""debug"", ""version"": ""4.3.4"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""3.2.12"", ""type"": ""production""}, {""name"": ""ignore"", ""version"": ""5.2.4"", ""type"": ""production""}, {""name"": ""is-glob"", ""version"": ""4.0.3"", ""type"": ""production""}, {""name"": ""lodash.groupby"", ""version"": ""4.6.0"", ""type"": ""production""}, {""name"": ""ora"", ""version"": ""5.4.1"", ""type"": ""production""}, {""name"": ""@swc/core"", ""version"": ""^1.3.41"", ""type"": ""development""}, {""name"": ""@swc/jest"", ""version"": ""^0.2.24"", ""type"": ""development""}, {""name"": ""@types/common-tags"", ""version"": ""1.8.4"", ""type"": ""development""}, {""name"": ""@types/debug"", ""version"": ""4.1.12"", ""type"": ""development""}, {""name"": ""@types/is-glob"", ""version"": ""4.0.2"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.8"", ""type"": ""development""}, {""name"": ""@types/lodash.groupby"", ""version"": ""4.6.7"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""16.18.61"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.10.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.10.0"", ""type"": ""development""}, {""name"": ""esbuild"", ""version"": ""0.14.53"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.53.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.0.0"", ""type"": ""development""}, {""name"": ""husky"", ""version"": ""8.0.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.0.0"", ""type"": ""development""}, {""name"": ""jest-mock-process"", ""version"": ""^2.0.0"", ""type"": ""development""}, {""name"": ""lint-staged"", ""version"": ""13.0.3"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.7.1"", ""type"": ""development""}, {""name"": ""tslib"", ""version"": ""2.4.0"", ""type"": ""development""}, {""name"": ""tsx"", ""version"": ""^3.12.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.7.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 30, ""error"": null}}",30,
game-ci,unity-builder,game ci,922,2,16,8,1,27," cwe-078,  cwe-080,  cwe-088,  cwe-116,  cwe-1321,  cwe-1333,  cwe-200,  cwe-284,  cwe-400,  cwe-476,  cwe-835,  cwe-918,  cwe-94,  n/a, cwe-020",27.0,30,19,30,269,16,883,30,89242,30,78,30,15,89242000,21," build,  ci,  game-ci,  github,  hacktoberfest,  unity,  unity-actions,  unity-builder, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Build Unity projects for different platforms,TypeScript,MIT License,False,True,887.0,272.0,16.0,"['TypeScript', 'JavaScript', 'Batchfile', 'Shell']","{""repository"": ""game-ci/unity-builder"", ""dependencies"": [{""name"": ""@actions/cache"", ""version"": ""^4.0.0"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@kubernetes/client-node"", ""version"": ""^0.16.3"", ""type"": ""production""}, {""name"": ""@octokit/core"", ""version"": ""^5.1.0"", ""type"": ""production""}, {""name"": ""async-wait-until"", ""version"": ""^2.0.12"", ""type"": ""production""}, {""name"": ""aws-sdk"", ""version"": ""^2.1081.0"", ""type"": ""production""}, {""name"": ""base-64"", ""version"": ""^1.0.0"", ""type"": ""production""}, {""name"": ""commander"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""commander-ts"", ""version"": ""^0.2.0"", ""type"": ""production""}, {""name"": ""kubernetes-client"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""md5"", ""version"": ""^2.3.0"", ""type"": ""production""}, {""name"": ""nanoid"", ""version"": ""^3.3.1"", ""type"": ""production""}, {""name"": ""reflect-metadata"", ""version"": ""^0.1.13"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.5.2"", ""type"": ""production""}, {""name"": ""ts-md5"", ""version"": ""^1.3.1"", ""type"": ""production""}, {""name"": ""unity-changeset"", ""version"": ""^2.0.0"", ""type"": ""production""}, {""name"": ""uuid"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""yaml"", ""version"": ""^2.2.2"", ""type"": ""production""}, {""name"": ""@types/base-64"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^27.4.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^17.0.23"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.3.9"", ""type"": ""development""}, {""name"": ""@types/uuid"", ""version"": ""^9.0.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""4.8.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.36.1"", ""type"": ""development""}, {""name"": ""cross-env"", ""version"": ""^7.0.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.23.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""8.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.1.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""24.1.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^3.3.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-unicorn"", ""version"": ""28.0.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""jest-fail-on-console"", ""version"": ""^3.0.2"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""lefthook"", ""version"": ""^1.6.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^2.5.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.3"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""10.8.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""4.7.4"", ""type"": ""development""}, {""name"": ""yarn-audit-fix"", ""version"": ""^9.3.8"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 44, ""error"": null}}",44,
gautamkrishnar,keepalive-workflow,utilities,83,0,1,4,0,5," cwe-269,  cwe-327,  cwe-328,  cwe-367, cwe-020",5.0,30,2,27,28,3,191,16,701,30,0,23,0,701000,10," automation,  cronjob,  github,  github-actions,  hacktoberfest,  trigger, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub action to prevent GitHub from suspending your cronjob based triggers due to repository inactivity ,JavaScript,GNU General Public License v3.0,False,True,194.0,29.0,4.0,['JavaScript'],"{""repository"": ""gautamkrishnar/keepalive-workflow"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^20.0.2"", ""type"": ""production""}, {""name"": ""esbuild"", ""version"": ""^0.25.0"", ""type"": ""development""}, {""name"": ""jshint"", ""version"": ""^2.12.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 4, ""error"": null}}",4,
getong,mariadb-action,container ci,249,2,7,13,3,25," cwe-1333,  cwe-20,  cwe-200,  cwe-259,  cwe-321,  cwe-400,  cwe-697,  cwe-77,  cwe-770,  cwe-798,  cwe-915, cwe-1321",25.0,30,1,12,9,3,25,6,34,17,2,11,0,34000,9,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to setup a MariaDB database,TypeScript,MIT License,False,False,25.0,62.0,3.0,"['TypeScript', 'Shell', 'Dockerfile']","{""repository"": ""getong/mariadb-action"", ""dependencies"": [{""name"": ""lodash"", ""version"": ""^4.17.15"", ""type"": ""production""}, {""name"": ""mysql"", ""version"": ""^2.17.1"", ""type"": ""production""}, {""name"": ""@types/chai"", ""version"": ""^4.2.3"", ""type"": ""development""}, {""name"": ""@types/lodash"", ""version"": ""^4.14.142"", ""type"": ""development""}, {""name"": ""@types/mocha"", ""version"": ""^5.2.7"", ""type"": ""development""}, {""name"": ""@types/mysql"", ""version"": ""^2.15.7"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^2.3.3"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^2.3.3"", ""type"": ""development""}, {""name"": ""chai"", ""version"": ""^4.2.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^6.5.1"", ""type"": ""development""}, {""name"": ""eslint-config-airbnb-base"", ""version"": ""^14.0.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""^2.18.2"", ""type"": ""development""}, {""name"": ""mocha"", ""version"": ""^6.2.1"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^8.4.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.6.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 15, ""error"": null}}",15,
github,accessibility-alt-text-bot,utilities,344,0,0,1,0,1,cwe-1333,1.0,30,23,9,16,7,78,8,9239,30,3,30,0,9239000,30," actions, accessibility",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"An action to remind users to add alt text on Issues, Pull Requests, and Discussions",JavaScript,MIT License,True,True,79.0,16.0,7.0,"['JavaScript', 'Shell']","{""repository"": ""github/accessibility-alt-text-bot"", ""dependencies"": [{""name"": ""@github/markdownlint-github"", ""version"": ""^0.6.2"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""markdownlint"", ""version"": ""^0.33.0"", ""type"": ""production""}, {""name"": ""all-contributors-cli"", ""version"": ""^6.25.1"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 5, ""error"": null}}",5,
github,branch-deploy,deployment,51,0,0,6,0,6," cwe-080,  cwe-116,  cwe-400,  cwe-730, cwe-020",6.0,30,1,30,50,67,421,18,31597,30,4,30,0,31597000,13," actions,  automation,  cicd,  continuous-deployment,  deploy,  deployment,  github,  github-action,  github-actions,  issueops,  workflows, action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Enabling Branch Deployments through IssueOps with GitHub Actions - If you find this project useful, give it a star! ⭐️ ",JavaScript,MIT License,True,True,426.0,53.0,68.0,"['JavaScript', 'Shell']","{""repository"": ""github/branch-deploy"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@octokit/plugin-retry"", ""version"": ""^6.0.1"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^20.1.0"", ""type"": ""production""}, {""name"": ""@octokit/request"", ""version"": ""^9.2.1"", ""type"": ""production""}, {""name"": ""dedent-js"", ""version"": ""^1.0.1"", ""type"": ""production""}, {""name"": ""github-username-regex-js"", ""version"": ""^1.0.0"", ""type"": ""production""}, {""name"": ""nunjucks"", ""version"": ""^3.2.4"", ""type"": ""production""}, {""name"": ""yargs-parser"", ""version"": ""^21.1.1"", ""type"": ""production""}, {""name"": ""@babel/core"", ""version"": ""^7.26.7"", ""type"": ""development""}, {""name"": ""@babel/plugin-transform-modules-commonjs"", ""version"": ""^7.26.3"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,
github,combine-prs,utilities,36,0,0,3,0,3," cwe-400,  cwe-730, cwe-020",3.0,30,4,19,6,66,121,10,2940,30,7,30,2,2940000,30," automation,  dependabot,  dependencies,  pull-requests,  repo-management, actions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Action to combine multiple PRs into a single one,JavaScript,MIT License,True,True,121.0,6.0,67.0,"['JavaScript', 'Shell']","{""repository"": ""github/combine-prs"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@babel/plugin-transform-modules-commonjs"", ""version"": ""^7.25.7"", ""type"": ""development""}, {""name"": ""@octokit/rest"", ""version"": ""^21.0.2"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.7.5"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.2"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.52.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.8.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.3.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 11, ""error"": null}}",11,
github,command,utilities,48,0,0,2,0,2,cwe-020,2.0,30,1,10,6,39,109,5,3663,30,2,30,0,3663000,30," chatops,  github-actions,  issueops,  workflows, automation",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IssueOps commands in GitHub Actions,JavaScript,MIT License,True,True,110.0,6.0,40.0,"['JavaScript', 'Shell']","{""repository"": ""github/command"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@octokit/plugin-retry"", ""version"": ""^6.0.1"", ""type"": ""production""}, {""name"": ""@octokit/request"", ""version"": ""^9.2.1"", ""type"": ""production""}, {""name"": ""dedent-js"", ""version"": ""^1.0.1"", ""type"": ""production""}, {""name"": ""github-username-regex-js"", ""version"": ""^1.0.0"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^21.1.0"", ""type"": ""production""}, {""name"": ""@babel/plugin-transform-modules-commonjs"", ""version"": ""^7.26.3"", ""type"": ""development""}, {""name"": ""@babel/preset-env"", ""version"": ""^7.26.7"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""@babel/core"", ""version"": ""^7.26.7"", ""type"": ""development""}, {""name"": ""babel-jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.11.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 19, ""error"": null}}",19,
google-github-actions,deploy-cloudrun,deployment,92,0,1,3,0,4," cwe-1333, cwe-020",4.0,30,3,30,120,11,490,16,4550,30,6,30,1,4550000,6," cloud-run,  cloudrun,  gcp,  github-actions,  google-cloud,  google-cloud-platform,  google-cloud-run, actions",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action for deploying services to Google Cloud Run.,TypeScript,Apache License 2.0,True,True,497.0,120.0,11.0,"['TypeScript', 'JavaScript', 'Dockerfile']","{""repository"": ""google-github-actions/deploy-cloudrun"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""@google-github-actions/actions-utils"", ""version"": ""^0.8.6"", ""type"": ""production""}, {""name"": ""@google-github-actions/setup-cloud-sdk"", ""version"": ""^1.1.9"", ""type"": ""production""}, {""name"": ""yaml"", ""version"": ""^2.7.0"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""googleapis"", ""version"": ""^144.0.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 20, ""error"": null}}",20,
google-github-actions,get-gke-credentials,deployment,43,0,0,2,2,4," cwe-259,  cwe-321,  cwe-798, cwe-020",4.0,30,3,24,39,5,108,9,3828,30,1,30,0,3828000,6," gcp,  github-actions,  gke,  google-cloud,  google-cloud-platform,  google-kubernetes-engine,  kubernetes, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action that configure authentication to a GKE cluster.,TypeScript,Apache License 2.0,True,True,108.0,41.0,5.0,"['TypeScript', 'Shell', 'JavaScript']","{""repository"": ""google-github-actions/get-gke-credentials"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@google-github-actions/actions-utils"", ""version"": ""^0.8.6"", ""type"": ""production""}, {""name"": ""google-auth-library"", ""version"": ""^9.15.1"", ""type"": ""production""}, {""name"": ""yaml"", ""version"": ""^2.7.0"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""@kubernetes/client-node"", ""version"": ""^1.0.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,
google-github-actions,upload-cloud-storage,deployment,106,0,2,2,2,6," cwe-259,  cwe-321,  cwe-798, cwe-020",6.0,30,3,30,51,11,233,11,7540,30,0,30,0,7540000,6," gcp,  gcs,  github-actions,  google-cloud,  google-cloud-platform,  google-cloud-storage, actions",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A GitHub Action for uploading files to a Google Cloud Storage (GCS) bucket.,TypeScript,Apache License 2.0,True,True,238.0,51.0,11.0,"['TypeScript', 'Shell', 'JavaScript']","{""repository"": ""google-github-actions/upload-cloud-storage"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@google-cloud/storage"", ""version"": ""^7.15.0"", ""type"": ""production""}, {""name"": ""@google-github-actions/actions-utils"", ""version"": ""^0.8.6"", ""type"": ""production""}, {""name"": ""fast-glob"", ""version"": ""^3.3.3"", ""type"": ""production""}, {""name"": ""ignore"", ""version"": ""^7.0.3"", ""type"": ""production""}, {""name"": ""@eslint/eslintrc"", ""version"": ""^3.2.0"", ""type"": ""development""}, {""name"": ""@eslint/js"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.2.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^9.19.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.4.2"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript-eslint"", ""version"": ""^8.22.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.7.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 17, ""error"": null}}",17,
