repo_owner,repo_name,Category,Number of Components,Low,Medium,High,Critical,Total Vulnerabilities,CWE Tags,vulnerability-proneness-all,commits,branches,releases,forks,watchers,stargazers,contributors,size,totalIssues,openIssues,totalPullRequests,openPullRequests,codeLines,labels,topics,lang_shell,lang_makefile,lang_cplusplus,lang_typescript,lang_nix,lang_jinja,lang_css,lang_smarty,lang_dockerfile,lang_mustache,lang_java,lang_rust,lang_python,lang_swift,lang_objective_c,lang_javascript,lang_php,lang_odin,lang_hcl,lang_agda,lang_cmake,lang_c#,lang_nunjucks,lang_batchfile,lang_dart,lang_lua,lang_html,lang_handlebars,lang_vue,lang_powershell,lang_kotlin,lang_ruby,lang_julia,lang_jq,description,primary_language,license_name,security_policy_enabled,vulnerability_alerts_enabled,stargazers_count,network_count,subscribers_count,languages,dependencies_json,dep_count,dep_error
grassedge,git-pr-release-action,deployment,431,3,14,21,5,43," cwe-080,  cwe-116,  cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-22,  cwe-319,  cwe-345,  cwe-400,  cwe-476,  cwe-668,  cwe-697,  cwe-74,  cwe-77,  cwe-770,  cwe-78,  cwe-915,  cwe-918,  cwe-94,  n/a, cwe-020",43.0,11,16,1,9,1,15,1,1819,24,20,20,16,1819000,10," pull-request,  release, github-actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""grassedge/git-pr-release-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.0"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^2.0.0"", ""type"": ""production""}, {""name"": ""@zeit/ncc"", ""version"": ""^0.20.5"", ""type"": ""production""}, {""name"": ""git-pr-release"", ""version"": ""^1.0.4"", ""type"": ""production""}, {""name"": ""moment-timezone"", ""version"": ""^0.5.27"", ""type"": ""production""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 5, ""error"": null}}",5,
h5bp,server-configs-test,testing,177,0,0,1,0,1,cwe-1333,1.0,30,2,30,17,6,42,4,5584,30,0,30,0,5584000,12," ci,  config,  github-actions,  h5bp,  standard,  test, actions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tests for HTTP server boilerplate configs,JavaScript,MIT License,False,True,41.0,17.0,6.0,"['JavaScript', 'HTML', 'CSS']","{""repository"": ""h5bp/server-configs-test"", ""dependencies"": [{""name"": ""@actions/artifact"", ""version"": ""^2.2.2"", ""type"": ""production""}, {""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""compressible"", ""version"": ""^2.0.18"", ""type"": ""production""}, {""name"": ""fs-extra"", ""version"": ""^11.3.0"", ""type"": ""production""}, {""name"": ""k6"", ""version"": ""0.0.0"", ""type"": ""production""}, {""name"": ""mime-types"", ""version"": ""^2.1.35"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""standard"", ""version"": ""^17.1.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 10, ""error"": null}}",10,
jimmygchen,runner-fallback-action,utilities,14,0,0,1,0,1,cwe-020,1.0,30,9,2,7,4,21,4,291,27,6,27,6,291000,12," github-actions,  github-runners,  github-workflows,  self-hosted-runners, ci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Github action to determine the availability of self-hosted runners,JavaScript,MIT License,False,False,22.0,7.0,4.0,['JavaScript'],"{""repository"": ""jimmygchen/runner-fallback-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.0"", ""type"": ""production""}, {""name"": ""@actions/http-client"", ""version"": ""^2.1.1"", ""type"": ""production""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.49.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.6.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 5, ""error"": null}}",5,
jitterbit,get-changed-files,utilities,653,4,14,20,3,41," cwe-1321,  cwe-1333,  cwe-173,  cwe-184,  cwe-20,  cwe-200,  cwe-345,  cwe-359,  cwe-400,  cwe-476,  cwe-697,  cwe-74,  cwe-770,  cwe-78,  cwe-915,  cwe-918, cwe-020",41.0,30,15,1,145,5,230,2,408,30,50,30,20,408000,10,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Get all of the files changed/modified in a pull request or push's commits.,TypeScript,MIT License,False,True,232.0,145.0,5.0,"['TypeScript', 'JavaScript']","{""repository"": ""jitterbit/get-changed-files"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.2"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^2.1.0"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""^16.40.2"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^25.1.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.12.29"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^2.8.0"", ""type"": ""development""}, {""name"": ""@zeit/ncc"", ""version"": ""^0.21.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^6.8.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^3.4.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^23.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^3.1.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^25.1.0"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^25.1.0"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^3.13.1"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^1.19.1"", ""type"": ""development""}, {""name"": ""rimraf"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^25.1.0"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^3.6.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 18, ""error"": null}}",18,
joao-zanutto,get-selected,utilities,38,0,0,2,0,2,cwe-020,2.0,20,4,3,0,1,18,1,412,16,4,14,3,412000,12," custom-actions,  github-actions,  manual-action, actions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GitHub Actions that retrieves the values of selected checkboxes for workflow_dispatch events,JavaScript,MIT License,False,False,18.0,0.0,1.0,['JavaScript'],"{""repository"": ""joao-zanutto/get-selected"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.10.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@babel/core"", ""version"": ""^7.24.7"", ""type"": ""development""}, {""name"": ""@babel/eslint-parser"", ""version"": ""^7.24.7"", ""type"": ""development""}, {""name"": ""@babel/preset-env"", ""version"": ""^7.24.7"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.1"", ""type"": ""development""}, {""name"": ""babel-preset-jest"", ""version"": ""^29.6.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.0.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.6.0"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.3.2"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 13, ""error"": null}}",13,
jontze,action-mdbook,deployment,801,0,0,2,0,2," cwe-1333, cwe-020",2.0,30,3,13,3,1,14,4,3379,30,4,30,1,3379000,14," github-actions,  marketplace,  mdbook,  mdbook-admonish,  mdbook-katex,  mdbook-linkcheck,  mdbook-mermaid,  mdbook-open-on-gh,  mdbook-plugin,  mdbook-plugins,  mdbook-preprocessor,  mdbook-toc,  mermaid, action",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A GitHub Action that installs mdBook on a GitHub Runner and supports various plugins like linkcheck, mermaid, toc, open-on-gh, admonish, and katex for enhanced functionality.",TypeScript,MIT License,False,True,14.0,3.0,1.0,"['TypeScript', 'JavaScript']","{""repository"": ""jontze/action-mdbook"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.2"", ""type"": ""production""}, {""name"": ""semver"", ""version"": ""^7.7.0"", ""type"": ""production""}, {""name"": ""@semantic-release/changelog"", ""version"": ""^6.0.3"", ""type"": ""development""}, {""name"": ""@semantic-release/git"", ""version"": ""^10.0.1"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^27.5.0"", ""type"": ""development""}, {""name"": ""@types/mock-fs"", ""version"": ""^4.13.4"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.13.4"", ""type"": ""development""}, {""name"": ""@types/semver"", ""version"": ""^7.5.8"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.5.1"", ""type"": ""development""}, {""name"": ""mock-fs"", ""version"": ""jontze/mock-fs#fixSyncTasks"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.5.1"", ""type"": ""development""}, {""name"": ""semantic-release"", ""version"": ""^24.2.3"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.1.4"", ""type"": ""development""}, {""name"": ""ts-node"", ""version"": ""^10.9.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.9.5"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 19, ""error"": null}}",19,
jpb06,jest-badges-action,testing,673,3,5,4,0,12," cwe-078,  cwe-088,  cwe-1333,  cwe-20,  cwe-200,  cwe-284,  cwe-400,  cwe-918, cwe-020",12.0,30,3,30,19,2,35,3,1600,30,0,30,0,1600000,9," ci-cd,  github-actions,  jest,  test-coverage, badges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""jpb06/jest-badges-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""1.10.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""6.0.0"", ""type"": ""production""}, {""name"": ""fs-extra"", ""version"": ""11.2.0"", ""type"": ""production""}, {""name"": ""node-jest-badges"", ""version"": ""1.3.15"", ""type"": ""production""}, {""name"": ""@commitlint/cli"", ""version"": ""18.4.3"", ""type"": ""development""}, {""name"": ""@commitlint/config-conventional"", ""version"": ""18.4.3"", ""type"": ""development""}, {""name"": ""@swc/core"", ""version"": ""1.3.101"", ""type"": ""development""}, {""name"": ""@swc/jest"", ""version"": ""0.2.29"", ""type"": ""development""}, {""name"": ""@types/fs-extra"", ""version"": ""11.0.4"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""29.5.11"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""20.10.5"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""6.15.0"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""6.15.0"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""0.38.1"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""8.56.0"", ""type"": ""development""}, {""name"": ""eslint-config-prettier"", ""version"": ""9.1.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""2.29.1"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""27.6.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""5.1.2"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-watch-typeahead"", ""version"": ""2.2.2"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.1.1"", ""type"": ""development""}, {""name"": ""readme-package-icons"", ""version"": ""1.1.10"", ""type"": ""development""}, {""name"": ""rimraf"", ""version"": ""5.0.5"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.3.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,
julia-actions,registeraction,publishing,22,0,1,2,0,3," cwe-173,  cwe-74, cwe-1333",3.0,11,1,7,4,3,17,1,869,13,6,5,1,869000,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Register Julia packages via GitHub Actions,JavaScript,MIT License,False,True,17.0,4.0,3.0,['JavaScript'],"{""repository"": ""julia-actions/registeraction"", ""dependencies"": [], ""metadata"": {""sources_checked"": [], ""total_dependencies"": 0, ""error"": null}}",0,
julia-actions,install-juliaup,continuous integration,41,0,0,0,0,0,,0.0,30,5,13,2,2,17,2,1031,30,9,30,4,1031000,15,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GitHub Action that installs Juliaup (and uses Juliaup to install Julia),TypeScript,MIT License,False,True,17.0,2.0,2.0,"['TypeScript', 'Julia', 'Makefile', 'JavaScript']","{""repository"": ""julia-actions/install-juliaup"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.11.1"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.1.1"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""@actions/tool-cache"", ""version"": ""^2.0.1"", ""type"": ""production""}, {""name"": ""async-retry"", ""version"": ""^1.3.3"", ""type"": ""production""}, {""name"": ""which"", ""version"": ""^5.0.0"", ""type"": ""production""}, {""name"": ""@types/async-retry"", ""version"": ""^1.4.8"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^29.5.12"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^22.7.5"", ""type"": ""development""}, {""name"": ""@types/which"", ""version"": ""^3.0.3"", ""type"": ""development""}, {""name"": ""@typescript-eslint/eslint-plugin"", ""version"": ""^8.8.1"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^8.8.1"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.38.2"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^8.57.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^5.0.2"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^28.8.3"", ""type"": ""development""}, {""name"": ""eslint-plugin-jsonc"", ""version"": ""^2.15.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-prettier"", ""version"": ""^5.1.3"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^29.7.0"", ""type"": ""development""}, {""name"": ""make-coverage-badge"", ""version"": ""^1.2.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""^3.2.5"", ""type"": ""development""}, {""name"": ""prettier-eslint"", ""version"": ""^16.3.0"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^29.1.2"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^5.4.4"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 24, ""error"": null}}",24,
jwgmeligmeyling,pmd-github-action,security,70,0,2,4,1,7," cwe-1321,  cwe-173,  cwe-400,  cwe-74, cwe-020",7.0,11,12,2,9,2,13,2,1040,30,16,30,6,1040000,10," github-actions-java,  pmd,  static-analysis, github-actions",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Push PMD results as check run annotations,TypeScript,MIT License,False,True,13.0,9.0,2.0,"['TypeScript', 'JavaScript']","{""repository"": ""jwgmeligmeyling/pmd-github-action"", ""dependencies"": [{""name"": ""@actions/core"", ""version"": ""^1.2.6"", ""type"": ""production""}, {""name"": ""@actions/exec"", ""version"": ""^1.0.4"", ""type"": ""production""}, {""name"": ""@actions/github"", ""version"": ""^3.0.0"", ""type"": ""production""}, {""name"": ""@actions/glob"", ""version"": ""^0.1.0"", ""type"": ""production""}, {""name"": ""@actions/io"", ""version"": ""^1.0.2"", ""type"": ""production""}, {""name"": ""@octokit/rest"", ""version"": ""latest"", ""type"": ""production""}, {""name"": ""@types/html-to-text"", ""version"": ""^5.1.1"", ""type"": ""production""}, {""name"": ""fast-xml-parser"", ""version"": ""^3.17.4"", ""type"": ""production""}, {""name"": ""html-to-text"", ""version"": ""latest"", ""type"": ""production""}, {""name"": ""ramda"", ""version"": ""^0.27.0"", ""type"": ""production""}, {""name"": ""unescape"", ""version"": ""latest"", ""type"": ""production""}, {""name"": ""@types/istanbul-lib-report"", ""version"": ""^3.0.0"", ""type"": ""development""}, {""name"": ""@types/jest"", ""version"": ""^27.0.1"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""^12.20.25"", ""type"": ""development""}, {""name"": ""@types/ramda"", ""version"": ""^0.27.6"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""^4.28.3"", ""type"": ""development""}, {""name"": ""@vercel/ncc"", ""version"": ""^0.29.0"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""^7.31.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-github"", ""version"": ""^4.3.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-jest"", ""version"": ""^24.3.6"", ""type"": ""development""}, {""name"": ""jest"", ""version"": ""^27.0.6"", ""type"": ""development""}, {""name"": ""jest-circus"", ""version"": ""^27.0.6"", ""type"": ""development""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""2.2.1"", ""type"": ""development""}, {""name"": ""ts-jest"", ""version"": ""^27.0.4"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""^4.3"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 26, ""error"": null}}",26,
kamilkisiela,bob,continuous integration,541,0,7,9,1,17," cwe-178,  cwe-184,  cwe-200,  cwe-367,  cwe-400,  cwe-50,  cwe-74,  cwe-79,  cwe-835, cwe-1333",17.0,30,10,23,12,7,48,13,1310,30,19,30,1,1310000,11," cli,  typescript,  yarn-workspaces, bundler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,nan,"{""repository"": ""kamilkisiela/bob"", ""dependencies"": [{""name"": ""consola"", ""version"": ""^3.0.0"", ""type"": ""production""}, {""name"": ""execa"", ""version"": ""^9.0.0"", ""type"": ""production""}, {""name"": ""fs-extra"", ""version"": ""^11.1.0"", ""type"": ""production""}, {""name"": ""get-tsconfig"", ""version"": ""^4.8.1"", ""type"": ""production""}, {""name"": ""globby"", ""version"": ""^14.0.0"", ""type"": ""production""}, {""name"": ""js-yaml"", ""version"": ""^4.1.0"", ""type"": ""production""}, {""name"": ""lodash.get"", ""version"": ""^4.4.2"", ""type"": ""production""}, {""name"": ""p-limit"", ""version"": ""^6.0.0"", ""type"": ""production""}, {""name"": ""resolve.exports"", ""version"": ""^2.0.0"", ""type"": ""production""}, {""name"": ""tslib"", ""version"": ""^2.0.0"", ""type"": ""production""}, {""name"": ""yargs"", ""version"": ""^17.6.2"", ""type"": ""production""}, {""name"": ""zod"", ""version"": ""^3.20.2"", ""type"": ""production""}, {""name"": ""@changesets/changelog-github"", ""version"": ""0.5.1"", ""type"": ""development""}, {""name"": ""@changesets/cli"", ""version"": ""2.28.1"", ""type"": ""development""}, {""name"": ""@theguild/prettier-config"", ""version"": ""3.0.0"", ""type"": ""development""}, {""name"": ""@types/fs-extra"", ""version"": ""11.0.4"", ""type"": ""development""}, {""name"": ""@types/js-yaml"", ""version"": ""4.0.9"", ""type"": ""development""}, {""name"": ""@types/lodash.get"", ""version"": ""4.4.9"", ""type"": ""development""}, {""name"": ""@types/node"", ""version"": ""22.13.5"", ""type"": ""development""}, {""name"": ""@types/yargs"", ""version"": ""17.0.33"", ""type"": ""development""}, {""name"": ""@typescript-eslint/parser"", ""version"": ""8.24.1"", ""type"": ""development""}, {""name"": ""cross-env"", ""version"": ""7.0.3"", ""type"": ""development""}, {""name"": ""eslint"", ""version"": ""9.21.0"", ""type"": ""development""}, {""name"": ""eslint-plugin-import"", ""version"": ""2.31.0"", ""type"": ""development""}, {""name"": ""jest-resolve"", ""version"": ""29.7.0"", ""type"": ""development""}, {""name"": ""jest-snapshot-serializer-raw"", ""version"": ""2.0.0"", ""type"": ""development""}, {""name"": ""prettier"", ""version"": ""3.5.2"", ""type"": ""development""}, {""name"": ""rimraf"", ""version"": ""6.0.1"", ""type"": ""development""}, {""name"": ""typescript"", ""version"": ""5.7.3"", ""type"": ""development""}, {""name"": ""vitest"", ""version"": ""3.0.6"", ""type"": ""development""}], ""metadata"": {""sources_checked"": [""package.json""], ""total_dependencies"": 30, ""error"": null}}",30,
